"name","screen_name","text","polarity","subjectivity","label"
"Manish.H.Tilwani","manishtilwani17","RT @rsprasad: Digital Payments initiative after demonetization, designed to reduce usage of cash and strengthen the footprint of Digital Ec…","0.00","0.00","NEGATIVE"
"Simply Sirloin","StrangeSteak","RT @Heckbent: YouTube demonetization: Young Turks curiously quiet on YouTube demonetiz... https://t.co/0NbPluWVnX via @YouTube","0.05","0.37","POSITIVE"
"Jyoti Swain","Jyotswa","RT @RatheeshVgopal: Dear Modiji,we want to know how much black money this criminal converted  during demonetization? @PMOIndia  #DreamzGKFr…","-0.28","0.49","NEGATIVE"
"Black Silver","BlackSilverArt","RT @Guns_com: YouTube gun channels rocked by demonetization (VIDEOS) https://t.co/WmDZHjUw29 https://t.co/Wm6c4Uyokm","0.00","0.00","NEGATIVE"
"Guns.com","Guns_com","YouTube gun channels rocked by demonetization (VIDEOS) https://t.co/WmDZHjUw29 https://t.co/Wm6c4Uyokm","0.00","0.00","NEGATIVE"
"shail","sshail5455","@meerasanyal Tag demonetization with farmer loans...He will come out of hiding n give statement n benefit of demonetization","0.00","0.00","NEGATIVE"
"vegan girl","2veganforlife","@maxie_text @meerasanyal You want RBI gov to share data on demonetization with the nation? How dare you! You Anti National!","0.00","0.00","NEGATIVE"
"Mr PerFAKEtionist","parthology","RT @parthology: EVM is the new Demonetization.
Opposition is campaigning for BJP.

Expecting a cake-walk in MCD polls.","0.14","0.45","POSITIVE"
"Karidas","Iamkaridas","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Mobibiz","mobibizindia","Demonetization Promotes More Cashless Transactions via Mobile Apps
https://t.co/VOOeJFRAcL
#demonetization... https://t.co/hKIogm7ye7","0.50","0.50","POSITIVE"
"TheOutThereChannel","TheOutThere2016","ouch https://t.co/6D12cr84IX","0.00","0.00","NEGATIVE"
"Jammy Git","TheLibertyJim","RT @amazingatheist: Interesting that YouTube TV is launching right after the great demonetization purge. YouTube desperately wants to be as…","0.45","0.47","POSITIVE"
"Hellbent","Heckbent","YouTube demonetization: Young Turks curiously quiet on YouTube demonetiz... https://t.co/0NbPluWVnX via @YouTube","0.05","0.37","POSITIVE"
"Bhanu","bprataps1","Economist S Gurumurthy on how Demonetization has impacted Real Estate, Jobs https://t.co/zkGw7GMXXY via @SatyaVijayi","0.20","0.30","POSITIVE"
"Heinekenberg","_Katoch_","RT @RecklessNinjaa: My pet peeve with the after effects of demonetization is no safeguards against real estate guys from the govt of @naren…","0.20","0.30","POSITIVE"
"Vinay Kumar","vinayrkr","RT @pGurus1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://t.…","0.23","0.36","POSITIVE"
"Jeremiah Thompson","Sideshowbob2839","I liked a @YouTube video from @appabend https://t.co/p9nk0YI9yX Analyzing YouTube's Demonetization Drama","0.60","0.80","POSITIVE"
"Mukundan TN","tnmukundan","RT @pGurus1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://t.…","0.23","0.36","POSITIVE"
"Aniket","_Aniket","Naxal aaise dikhtey hai ? looks like #Left  his hit by demonetization ;)) https://t.co/td2U9iemE2","0.25","1.00","POSITIVE"
"Energie Rinnovabili","EnerRinn","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Green VentureCapital","GEvVC","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"StartUP Green","StUpGreen","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Maurizio Iacovelli","maurizioi","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Jamie 🇺🇸","jamiearrington","I liked a @YouTube video from @imperatortruth https://t.co/RpHc9tUCMJ YouTube is Over Party - YouTube Demonetization Solutions","0.60","0.80","POSITIVE"
"Mukund Joshi","joshi_mukund136","RT @rsprasad: Digital Payments initiative after demonetization, designed to reduce usage of cash and strengthen the footprint of Digital Ec…","0.00","0.00","NEGATIVE"
"Kay Jay","imdirkayjay","@PMOIndia  as a citizen of India, we need to know where are the money from demonetization? Can you please give us a detailed report?","0.40","0.75","POSITIVE"
"Android Trending","Androlizer","#YouTube demonetization: Young Turks curiously quiet on #YouTube demonetization fiasco... https://t.co/9lPtCEGVaJ https://t.co/o3PBtwnsCU","0.05","0.37","POSITIVE"
"Lisa Watson","lw","Marketing in India: Ecommerce Sector Still Feeling the Fallout from Demonetizat https://t.co/Ui1DIPUJLo via @sharethis","0.00","0.00","NEGATIVE"
"Lídia Martín","Lidi_84","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Aditya Birla","adityabirla1997","Demonetization has made a great impact on my life. Even after months, I discuss it with my relatives when I run out of topics.

😥😥😥😥","0.80","0.75","POSITIVE"
"Sushma Banga","sushmabanga","RT @TheSayingTruth: Demonetization: #India moving towards a Cashless Society with Plastic Money.

World Bank CEO
#Business &amp; #Investment
ht…","0.00","0.00","NEGATIVE"
"Udit Kishoreji Joshi","udittheking","RT @USSNathan8: Economist S Gurumurthy on how Demonetization has impacted Real Estate, Jobs https://t.co/yg8WslVrR1 via @SatyaVijayi","0.20","0.30","POSITIVE"
"E G","bulleshili23","YouTube demonetization: Young Turks curiously quiet on YouTube demonetization fiasco https://t.co/2pwReiZLWk","0.05","0.37","POSITIVE"
"thiruvalluvar","tiru_2000","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"OfficeOfKppradeepdr","kppradeepdr","RT @USSNathan8: Economist S Gurumurthy on how Demonetization has impacted Real Estate, Jobs https://t.co/yg8WslVrR1 via @SatyaVijayi","0.20","0.30","POSITIVE"
"Proud தமிழன் (Tamil","bharatmatakijai","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"SriAiyerRS","USSNathan8","Economist S Gurumurthy on how Demonetization has impacted Real Estate, Jobs https://t.co/yg8WslVrR1 via @SatyaVijayi","0.20","0.30","POSITIVE"
"KappaJones","lexa3bilj","I liked a @YouTube video https://t.co/5qcjyuIVYy YouTube demonetization: Young Turks curiously quiet on YouTube demonetization fiasco","0.23","0.51","POSITIVE"
"Itumeleng Sebakwane","sino_way","Demonetization in India: A political and monetary miracle?  https://t.co/7IIf2v4iTk via @wef","0.00","0.10","NEGATIVE"
"Zaheen Hafzer M M","zaheenhafzer","RT @islandexpress: Special jury award to Mohanlal for blog post on demonetization. #NationalAwards","0.36","0.57","POSITIVE"
"chrisairwolf","chrisairwolf","I liked a @YouTube video from @max_smith https://t.co/1xLefysVFd YouTube Demonetization Controversy Celebrity Gossip News","0.60","0.80","POSITIVE"
"Dhananjay Baijal","DeejayBaj","...............How much money did Demonetization really bring in?? :/ https://t.co/oX4KSklGyl","0.05","0.47","POSITIVE"
"Ajay Puranik","ajaypuranik","6 Real-time Marketing Ideas from #Demonetization of 500 and 1000 Rs. Notes https://t.co/VbNtoPvmqx #Marketing https://t.co/9Bo9K9g0f6","0.00","0.00","NEGATIVE"
"name cannot be blank","RecklessNinjaa","My pet peeve with the after effects of demonetization is no safeguards against real estate guys from the govt of @narendramodi","0.20","0.30","POSITIVE"
"Nitin Karani","queerindia","RT @ScrewedbyState: One thing demonetization showed us is that many economist types not only have no brains -we knew that already -but no h…","0.25","0.75","POSITIVE"
"Nitin Karani","queerindia","RT @ScrewedbyState: Those folks killed by demonetization would likely disagree if they could
https://t.co/IJkjuIA3Xz","-0.10","0.50","NEGATIVE"
"dizzy1369","dizzy1369","I liked a @YouTube video https://t.co/9C4ZogMgYc YouTube demonetization: Young Turks curiously quiet on YouTube demonetization fiasco","0.23","0.51","POSITIVE"
"புகழ்","mekalapugazh","RT @svmbala: @PChidambaram_IN Sir, Your questions on demonetization itself are unanswered. Hopefully, this quest is also in that list.","-0.10","0.20","NEGATIVE"
"Sundara Rajan","sundarmail","RT @pGurus1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://t.…","0.23","0.36","POSITIVE"
"varunkelkar","varunk1996","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"pritam mukherjee","pritttam","Shocking Secret Revealed About demonetization! IF you read this, you wont stop Praising Modi! https://t.co/gXFknL1XXZ","-0.81","0.85","NEGATIVE"
"Achal Kothari","AchalK","Hope @narendramodi listens @sgurumurthy on how Demonetization has impacted Real Estate, Jobs https://t.co/hN9mbAca1i via @PGurus1 @Swamy39","0.20","0.30","POSITIVE"
"Yogesh Bhatt","YogeshInnovator","RT @pGurus1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://t.…","0.23","0.36","POSITIVE"
"Bhairava","MahaBhairava","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"m_desikan","m_desikan","RT @rsprasad: Digital Payments initiative after demonetization, designed to reduce usage of cash and strengthen the footprint of Digital Ec…","0.00","0.00","NEGATIVE"
"Ankush Thakare","AnkushThakare22","RT @AskAnshul: CBI books 12 people over shell companies accounts in Axis Bank. Still expecting action on Axis corrupt officials. They ruine…","-0.20","0.55","NEGATIVE"
"Ashraf","ashualam10","RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq","0.00","0.00","NEGATIVE"
"Yogesh Bhatt","YogeshInnovator","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"GYP Nirmaan","gypnirmaan","In India,Opposing demonetization didn't mean being AAP supporter or BJP hater.
Too many people don't get it.... https://t.co/fOR1ngsbyl","0.09","0.59","POSITIVE"
"Dhruv pandey","dumbo_at_work","@MinhazMerchant Obviously rupee appreciated due to demonetization","0.03","0.33","POSITIVE"
"Nitesh Panday","NiteshPanday20","RT @rsprasad: Digital Payments initiative after demonetization, designed to reduce usage of cash and strengthen the footprint of Digital Ec…","0.00","0.00","NEGATIVE"
"Nallur Sethuraman","chandsethu","RT @islandexpress: Special jury award to Mohanlal for blog post on demonetization. #NationalAwards","0.36","0.57","POSITIVE"
"Roshan.A","meetrosh1","RT @twitbrotweets: @kalps1616 even after demonetization the guys having this much money at home,something wrong with banking. which bank ga…","-0.15","0.55","NEGATIVE"
"Gaurav Dadhich","IT_Kabootar","Cow, JNU, Daaru away from highway, Demonetization, Anti-Romeo Squad, etc are more important. https://t.co/mdcsAvogHd","0.26","0.56","POSITIVE"
"anthony edwards","anthony3741","YouTube demonetization: Young Turks curiously quiet on YouTube demonetiz... https://t.co/q1PLFETs3Q via @YouTube","0.05","0.37","POSITIVE"
"Smartkarma","smartkarma","India: The Idle Capacity in Manufacturing Is Increasing but Demonetization Was Less Bad than Feared #Industrials #t… https://t.co/MB2YZhbTjZ","-0.43","0.37","NEGATIVE"
"Amitabh Poddar","AmitabhPoddar1","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"krishsubra","skrish79","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"jai","jntd11","@TheOfficialSBI due to demonetization you got money to do business. Why r u making 5000 amb?  1/2   @RBI @PMOIndia @FinMinIndia","-0.13","0.38","NEGATIVE"
"Listly India","ListlyIndia","8 Negative effects of #demonetisation in india https://t.co/eoCdNZCpN8 .@bijugovind https://t.co/s7NnJ9OMwl","-0.30","0.40","NEGATIVE"
"Kalpana Agarwal","kalps1616","RT @twitbrotweets: @kalps1616 even after demonetization the guys having this much money at home,something wrong with banking. which bank ga…","-0.15","0.55","NEGATIVE"
"kirtesh","k_kritesh","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Takku-Takku","twitbrotweets","@kalps1616 even after demonetization the guys having this much money at home,something wrong with banking. which ba… https://t.co/44QjAPXW3C","-0.15","0.55","NEGATIVE"
"Nexus Newsfeed","nexus_newsfeed","India's poor are harnessing tech to make demonetization a positive change https://t.co/16wO5ZuWJp https://t.co/m3Xwck3Q50","-0.09","0.57","NEGATIVE"
"Mooncoin","MooncoinItalia","RT @maxgattoni: Demonetization in #India: A political and monetary miracle? https://t.co/OCcxndUIhF https://t.co/SIeHJa2TiE","0.00","0.10","NEGATIVE"
"Bharet Vij","bharatvij","@ShekharGupta Seems media in India today wants to mislead &amp; misguide its duly elected govt./citizens. Still haven't… https://t.co/p7dpNnLB1Q","0.20","0.10","POSITIVE"
"LiamXmaiL","liamXXmail","I liked a @YouTube video from @conspiracydode https://t.co/AHmVQlVNKi Youtube TV + DEMONetization of Truth","0.60","0.80","POSITIVE"
"Sam","SamWit_Wicky","RT @pGurus1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://t.…","0.23","0.36","POSITIVE"
"THE STAR BOX","STARBOXONLINE","I liked a @YouTube video from @davecullencf https://t.co/KZxE3xDv10 #AdsenseGate: The Truth About Youtube Demonetization","0.60","0.80","POSITIVE"
"Nitesh singh","Niteshs32113187","Sri Gurumurthy speech on Demonetization on March 30 at Chennai https://t.co/g41TSHscDg via @YouTube","0.00","0.00","NEGATIVE"
"TubeNews en","tubenewsen","YouTube demonetization: Young Turks curiously quiet on YouTube demonetization fiasco – TomoNews NEWS &gt;&gt;… https://t.co/W5mGdEdsql","0.05","0.37","POSITIVE"
"Melody Crickett","melodycrickett","RT @MANJULtoons: India launches new tax evasion amnesty scheme to unearth unaccounted cash. My #cartoon #demonetization https://t.co/Wy3GZr…","0.14","0.45","POSITIVE"
"alex rogan","alexrogan4","Google, YouTube waging “demonetization” WAR on alternative media to bankrupt independent journalism https://t.co/R5gcQsQSIi","0.00","0.13","NEGATIVE"
"Kaosanova","kaosanova","Youtube TV + DEMONetization of Truth https://t.co/41henocrMz","0.00","0.00","NEGATIVE"
"S Muraly","SMuraly","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"Shivam","aapkababa","CC @RoflGandhi_  
Akki Even Don't Support Demonetization, Make In India or GST https://t.co/HCAZFMLRYd","0.00","0.00","NEGATIVE"
"Kimberly Frazier","Ladylynn2141","I added a video to a @YouTube playlist https://t.co/OnSDDNMTxz Youtube TV + DEMONetization of Truth","0.00","0.00","NEGATIVE"
"fakira","tweetyhemant","RT @_YogendraYadav: Good news: Mr RBI Gov can speak!
Did anyone hear him speak on loan waiver for corporates? 
Or on demonetization?
https:…","0.88","0.60","POSITIVE"
"Nilay Shastri","NilayShastri","Wrong lesson learnt; data based narrative is still important unless the forecast is on shaky ground https://t.co/tZIzWyGiTk via @wef","-0.14","0.80","NEGATIVE"
"Karthik Aude","Karthikaude","demonetization should happen once in a year 😷","0.00","0.00","NEGATIVE"
"Kanchan Bhonde","kanchan_bhonde","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Adarsh Abhi","adarsh98abhi","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Know Your Video Leak","KnowVidLeaks","Youtube Demonetization: Young Turks Curiously Quiet On Youtube Demonetizatio (pls RT↺❤️) ️️ https://t.co/rLZfxmpZsB #T","0.05","0.37","POSITIVE"
"Dem Greenz","Herbyandorganix","Watch ""Youtube TV + DEMONetization of Truth"" on YouTube https://t.co/IRzj3zNlFL","0.00","0.00","NEGATIVE"
"MMTC","Sunil967","RT @akron_88: Had predicted #demonetization will be a failure with @DasShaktikanta at helm. The guy who alleged reports 2 chidu first. #nse…","-0.06","0.24","NEGATIVE"
"Conspiracy Dude","Conspiracydode","Youtube TV + DEMONetization of Truth: https://t.co/uCnM2GJgFn via @YouTube","0.00","0.00","NEGATIVE"
"Surabhi Mittal","Surabhi75","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Eric Sturrock","EricSturrock","RT @TomoNewsUS: @TheYoungTurks  have been curiously quiet on the YouTube demonetization fiasco https://t.co/UQpsmzVaLQ","0.00","0.33","NEGATIVE"
"Anurag Tiwari","cerebration12","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"AlwaysAboutMoney","MoneyAndViews","Good strategy by #Indian government
#Demonetization #Remonetize https://t.co/j05Hmhqxh9","0.70","0.60","POSITIVE"
"Ali","AliBakirdan","The Solution to YouTube's Demonetization Crisis https://t.co/hPKKy3cRfd via @YouTube","0.00","0.00","NEGATIVE"
"Charan Kumar","iCherryy","@narendramodi No ATM has cash at my place. Your unplanned demonetization and new notes has affected ppl even today. Such a troublesome.","0.07","0.48","POSITIVE"
"Shri Kant Tripathi","ShriKan34253980","RT @rsprasad: Demonetization has broken the back bone of terrorists and naxals. It is beneficial for India. #IndiaFightsCorruption https://…","-0.20","0.20","NEGATIVE"
"Hari","Hari4BJP",".@narendramodi People who see Demonetization just a war on Black money doesn't seems to understood the real motto behind this great move.","0.11","0.55","POSITIVE"
"TomoNews US","TomoNewsUS","@TheYoungTurks  have been curiously quiet on the YouTube demonetization fiasco https://t.co/UQpsmzVaLQ","0.00","0.33","NEGATIVE"
"Mitesh  Amin","mituamin","The latest The Demonetization Daily! https://t.co/PXZ1mImlMT Thanks to @nuviadmobile #bitcoin","0.23","0.37","POSITIVE"
"Steel 360 Magazine","360Steel","Demonetization Not to End Black Money But Impede Economy https://t.co/oOFbFaym4q","-0.17","0.43","NEGATIVE"
"Venkatesh bhandarkar","v_bhandarkar","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"TomoNews US","TomoNewsUS","@TheYoungTurks  have been curiously quiet on the YouTube demonetization fiasco https://t.co/QCqpMfra5M","0.00","0.33","NEGATIVE"
"Pawan Kumar","PawanKu48125438","RT @rsprasad: Digital Payments initiative after demonetization, designed to reduce usage of cash and strengthen the footprint of Digital Ec…","0.00","0.00","NEGATIVE"
"Ryk Comerford","Truth_Quest30","Did @theyoungturks get an exemption from @youtube demonetization? @tomonewsus @davidpakmanshow @phillyd  https://t.co/XFsj0D405T","0.00","0.00","NEGATIVE"
"योगी Yogesh Shukla","y_yogishukla","Pakistans should thank PM modi, he gave them a new word, demonetization #PakFacts","0.14","0.45","POSITIVE"
"Hari","Hari4BJP","Luteyns must understand Demonetization was not only Mere Notebandi, it's wonderful strategy to Catch some big fishes who looted this nation","0.13","0.65","POSITIVE"
"Akshat Jasra","akshatjasra","RT @_YogendraYadav: Good news: Mr RBI Gov can speak!
Did anyone hear him speak on loan waiver for corporates? 
Or on demonetization?
https:…","0.88","0.60","POSITIVE"
"Ali","AliBakirdan","Google, YouTube waging “demonetization” WAR on alternative media to bankrupt independent journalism https://t.co/sD2UwZVFxV","0.00","0.13","NEGATIVE"
"Sanjay ♏","SabGolmaalHai","RT @_YogendraYadav: Good news: Mr RBI Gov can speak!
Did anyone hear him speak on loan waiver for corporates? 
Or on demonetization?
https:…","0.88","0.60","POSITIVE"
"Fredrik Wilkens","villatoca","RT @RaoulGMI: For all of you who joined my Twitter feed on the #India story. Here is the podcast from @realvision on the topic. https://t.c…","0.00","0.00","NEGATIVE"
"Fernando Olivera V","folivera123","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"socialismbot","gaslightingftw","@KyleKulinski @amazingatheist Would you guys ever consider using something like lbry.io if YouTube doesn't fix the demonetization issue?","0.00","0.00","NEGATIVE"
"none at all","YodhaBrahmana","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"Shivam","aapkababa","@Asif__mee @arppaul @iambhaigod @rjrandhir @mehdi_nisar1 @Kick_Buttawaski Akki Even Don't Support Demonetization, M… https://t.co/gXP8qkLceK","0.00","0.00","NEGATIVE"
"Shivam","aapkababa","@Asif__mee @arppaul @iambhaigod @rjrandhir @mehdi_nisar1 @Kick_Buttawaski You Are Right SRK Toh akki se jyaada Chaa… https://t.co/LBQkJfymeI","0.29","0.54","POSITIVE"
"a","cinemaausher","RT @ScrewedbyState: One thing demonetization showed us is that many economist types not only have no brains -we knew that already -but no h…","0.25","0.75","POSITIVE"
"Upasna Ramnarain","UpasnaRamnarain","Demonetization in India: A political and monetary miracle?  https://t.co/B9P5nwC4WM via @wef","0.00","0.10","NEGATIVE"
"Kapil B","kapil_amd","RT @akron_88: Had predicted #demonetization will be a failure with @DasShaktikanta at helm. The guy who alleged reports 2 chidu first. #nse…","-0.06","0.24","NEGATIVE"
"Gurumoorthy BJP","moorthycbe","@Rknagar_poll @SuryahSG @Narayanan3 After Demonetization they can give this much means. Hidden secrets more! https://t.co/TJQ21GQ2h8","0.22","0.34","POSITIVE"
"Dhruv pandey","dumbo_at_work","@RajivKumar1 What a naive article....govt. Itself changed more goalposts than touted in the article as the reason for demonetization","0.10","0.75","POSITIVE"
"Screwed by State","ScrewedbyState","One thing demonetization showed us is that many economist types not only have no brains -we knew that already -but no heart either.","0.25","0.75","POSITIVE"
"दुखती रग","DukhtiRag","RT @ScrewedbyState: Those folks killed by demonetization would likely disagree if they could
https://t.co/IJkjuIA3Xz","-0.10","0.50","NEGATIVE"
"Deepika Sharma BJP","Deepika1970","RT @rsprasad: Digital Payments initiative after demonetization, designed to reduce usage of cash and strengthen the footprint of Digital Ec…","0.00","0.00","NEGATIVE"
"Happens In India","happensinindia","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"Andrey","andrey_dunaev","Citizens Turn To #Bitcoin in the Wake of Global #Demonetization... https://t.co/7OdIrLmK5i","0.00","0.00","NEGATIVE"
"Screwed by State","ScrewedbyState","Those folks killed by demonetization would likely disagree if they could
https://t.co/IJkjuIA3Xz","-0.10","0.50","NEGATIVE"
"Balamurugan","svmbala","@PChidambaram_IN Sir, Your questions on demonetization itself are unanswered. Hopefully, this quest is also in that list.","-0.10","0.20","NEGATIVE"
"arun  bhandarkar","bhandarkarab","Gurumurthy on how Demonetization has impacted Real Estate, Jobs https://t.co/M500HyxZXR via @PGurus1","0.20","0.30","POSITIVE"
"Kalyanam B","b_kalyanam","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"melbourne2049","melbourne2049","RT @jp_koning: Narendra Modi got the idea for demonetization from this 1977 episode of M*A*S*H? https://t.co/phdL7VzfGI","0.00","0.00","NEGATIVE"
"Rudhi Sharma","RudhiSharma","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"CMA KUNAL KUMAR SAH","cmakunalsah","RT @_YogendraYadav: Good news: Mr RBI Gov can speak!
Did anyone hear him speak on loan waiver for corporates? 
Or on demonetization?
https:…","0.88","0.60","POSITIVE"
"EmergingMarketViews","EMViews","RT @EMViews: Recent reporting on India's #demonetization:

https://t.co/FzbyCSNMDI

https://t.co/q5DbmlkyLZ

https://t.co/HG4DiSp8kK

#Modi…","0.00","0.25","NEGATIVE"
"Kalpesh Shah","Kalpeshshahr","RT @akron_88: Had predicted #demonetization will be a failure with @DasShaktikanta at helm. The guy who alleged reports 2 chidu first. #nse…","-0.06","0.24","NEGATIVE"
"Dvora","knoweggie","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"EmergingMarketViews","EMViews","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"ರವಿ వెల్దిండ్ల","ravi_boddi","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"MBMSHIPPING AGENCIES","mbmshipping","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Amit Bhatt","amitbhatt27","RT @SatyaVijayi: Amazing Video !! Top Economist Gurumurthy Decodes How Demonetization Has Exposed Real Estate Mafia In India !!... https://…","0.58","0.57","POSITIVE"
"Manish Soni 🇮🇳","mksoni281","RT @AskAnshul: CBI books 12 people over shell companies accounts in Axis Bank. Still expecting action on Axis corrupt officials. They ruine…","-0.20","0.55","NEGATIVE"
"Narvijay Yadav ✈","NarvijayYadav","The side effects of #demonetization are visible now. There is less work in the market and payments are getting delayed. @pmoindia","-0.17","0.07","NEGATIVE"
"Dr Sangeeta","sangitha1209","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Ely Bahiana","ElyBahiana","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Drew","andbotros","@Boogie2988 https://t.co/iDv9UsyivF Hey, Boogie. I made a video about the ""demonetization epidemic"" and I'd love it if you checked it out!","0.63","0.60","POSITIVE"
"News Track","newstracklive","These are the Benefits, failures and bad effects of demonetization 
https://t.co/kZRy2yHLvC

#Demonetization... https://t.co/A7lizQXHPs","-0.70","0.67","NEGATIVE"
"harpreet","hhjaswal","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"B3B Real Estate","Group_B3B","Home loan To Get Cheaper After Demonetization as Public  and Private Bank started slashing their lending rates #B3B… https://t.co/EdpAg6NgXw","0.00","0.22","NEGATIVE"
"Navin Bulusu","navin_bulusu","RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://…","0.23","0.36","POSITIVE"
"Luz Rocío Corredor G","LuzRoCorredor","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"ganesh kadam","ganeshstemcells","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"TBA","81R6A","RT @jp_koning: During WWII Hawaiian banknotes were printed. If Japan invaded Hawaii, a quick demonetization would render them unusable by o…","0.33","0.50","POSITIVE"
"Vin.Goodman™","AAPVind","RT @Stupidosaur: @centerofright ECI giving us bullshit, like RBI gaving bullshit about demonetization. Can ECI answer these questions? Or u…","0.00","0.00","NEGATIVE"
