name,screen_name,text,polarity,subjectivity,label
DNA,dna,#Demonetization lingers as IIP contracts in February https://t.co/3GQD8JKlJ6,0,0,NEGATIVE
Tapan Pokar,tapanpokar,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Vinod,vinodshadija,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
TweetendraWagh,TweetendraWagh,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Ignite Mind,ignite_minds,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
Neelu Singh,neelu020793,"RT @srirambjp: Greece Clarifies, Statements of DyFM reg Demonetization Oversimplified&amp; Doesnt reflect Indian Context. Hindu prints in innerâ€_",0,0,NEGATIVE
priyanka sharma,SJ_Priyanka,@AMISHDEVGAN #mamta has gone crazy after demonetization,-0.6,0.9,NEGATIVE
Fortius Infra,FortiusInfra,"RT @pinclickhomes: Discussion with Ms Sharon on impact of demonetization, how RERA will bring transparency &amp; a lot more @FortiusInfra - httâ€_",0.5,0.5,POSITIVE
à_°à__à_˜à_µ,cpraghav,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Ignite Mind,ignite_minds,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Yourface5555 _Ÿê¸,Yourface5555,RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*,0,0,NEGATIVE
Ganesh,chintztoo,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
ASHUTOSH,trueindian1978,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
brett caton,bcaton2,RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*,0,0,NEGATIVE
Chetan Cheraivati,Nava_Hindutva,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Atulya Jha,twitatulya,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Col A K Tiwari,colkt,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Col A K Tiwari,colkt,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
Jaymala Dhankikar,JDhankikar,RT @mahcongress: Demonetization Effect : Double Whammy : IIP (Index of Industrial Production) contracts by 1.2% &amp; CPI (Consumer Price Indexâ€_,0,0,NEGATIVE
Yogi Simpson,farzibanda,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
CMPFOIndia,CMPFOIndia,"RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-â€_",0.7,0.6,POSITIVE
IndianF1Fan,rsenthilkumar,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Sruthi Jain,JainSruthi,The only serious news ever delivered at 8 PM was by our beloved PM regarding demonetization everything else is theaâ€_ https://t.co/mpECYi02vZ,0.12,0.89,POSITIVE
Abee,fawked,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Ether-Harmandil,etheranmagellan,RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*,0,0,NEGATIVE
sjvnlimited,SjvnLimited,"RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-â€_",0.7,0.6,POSITIVE
Vikas R S Giri,giri1990vikas,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Burnie Jarvis,BurnieJarvis,RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*,0,0,NEGATIVE
Lighter,Malana_stuff,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Murli,muraliks_11,"RT @pGurus1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://t.â€_",0.23,0.36,POSITIVE
Sharma,subsharma007,"RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-â€_",0.7,0.6,POSITIVE
Darshan Amin,iDarshanAmin,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
BAMBAM KUMAR,kumarbambam,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
V-Revolticon,VRevolticon,RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*,0,0,NEGATIVE
Yogendra Singh,iityogendra,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Azurus Dracon,AzurusDracon,RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*,0,0,NEGATIVE
Rohitash Tak,Rohitash19,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Dushyant Gelot,dushyantgelot,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
Vaibhav Gupta,vaibhavg10,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Vikrant Chauhan,vikrant_chauhan,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
who,sueAHside,RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*,0,0,NEGATIVE
Vikrant Chauhan,vikrant_chauhan,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
LolmLol,LOLiyapa,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Manish Nandal,manishnandal786,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
MrMittens,the_masked_cat,RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*,0,0,NEGATIVE
Amchi Mumbai,MumbaiAmchi,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Wolf of 1000,W1Kilo,RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*,0,0,NEGATIVE
nisargdev yagnik,nisargdev,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Luke Tefft,demonseye22,RT @amazingatheist: It's looking like this demonetization crisis might be coming to an end. *fingers crossed*,0,0,NEGATIVE
TJ KIRK,amazingatheist,It's looking like this demonetization crisis might be coming to an end. *fingers crossed*,0,0,NEGATIVE
Rahul,rahultiwari9883,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Raghu Aiyar,RaghuAiyar,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
Rohit Ranjan,RohitR_1994,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
PKAY,praashantkul,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Dewang Ganatra,RetardedHurt,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Nit Pre,champ7490,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Retweet Wale Baba,retweetkrengeab,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Rohit Ranjan,RohitR_1994,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Rishabh Vedant,RishabhVedant,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Harsimrat Kaur,HarsimratTweets,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Rishabh Vedant,RishabhVedant,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
atul,AtulMohan2,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
manish jadav,jadav_m,"RT @_YogendraYadav: Good news: Mr RBI Gov can speak!Did anyone hear him speak on loan waiver for corporates? Or on demonetization?https:â€_",0.88,0.6,POSITIVE
Purnendu Singh,PurnenduSingh33,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Rahul Kilam,KilamRahul,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Do it,kl1208sharma,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
à_—à_¿à_°à_€à_¶à_ç _Ÿê_,apthamitra,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Ritesh _Ÿ‡®_Ÿ‡_,Sachislife,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Raghu Aiyar,RaghuAiyar,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Setul,Setul,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Dr Naturals Icecream,hitlerbai,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
praveen kumar,250praveen,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
AjEeT,AjEeTj_20,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
à_…à__à¥Åà__,amz360,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
HanuMan,hannulamani,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Journal Entry,abhility,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
Arijit Saha,BaBaKiGuFaa,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Monty chadha,monty_chadha,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
abhishek kumar shaw,abhishekshaww,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Rahul Modi,RahulModi_,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Sanjay Singh,SanjayS62023183,RT @mahcongress: Demonetization Effect : Double Whammy : IIP (Index of Industrial Production) contracts by 1.2% &amp; CPI (Consumer Price Indexâ€_,0,0,NEGATIVE
à_°à__à_•à¥‡à_¶ à_°à_‚à_œà_¨,Raka_Noodle,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Antidot_Ÿ’‰_ŸŒ¡,Shail3d,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
à_œà_¯ à_¶à¥çà_°à¥€ à_°à__à_® _Ÿè_,Sunil_Kashmir,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
MD,celestemay17,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
Aditya Keskar,Aditya27k,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
AjEeT,AjEeTj_20,RT @rahulroushan: Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
Ritesh Serene,RiteshSerene,"@joshenoy Finance Minister doesn't give a damn to these plights. Be it demonetization's implementation failure, orâ€_ https://t.co/ixM8oEG44h",-0.32,0.3,NEGATIVE
Wanderer,outofdaworld,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Still_learning,Stilllearning82,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Ashutosh Jha,ashutoshjha7771,@narendramodi Take a test of temporary full demonetization in #J&amp;K. For three months ban physical currency in Jammu and Kashmir. (1/2),0.17,0.35,POSITIVE
Rahul Roushan,rahulroushan,Demonetization was failure https://t.co/TAEYsN4yBF,-0.32,0.3,NEGATIVE
Narendra Modi,narendramodirss,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
à__à__à_—à__ à_«à¥‡à_¸à_¬à¥Åà_•à_¿à_¯à__,BUnlimted,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Hardik pola,hardik_pola,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Ashutosh Jha,ashutoshjha7771,Take a test of temporary full demonetization in #J&amp;K. For three months ban physical currency in Jammu and Kashmir.,0.17,0.35,POSITIVE
Wolfgang,VickyDoshi3,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
dharmsinha,dharmsinha,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Arjun,myloud_speaker,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
sunil vishwakarma,sunilvish12,"RT @rahulroushan: By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanathâ€_",0.75,0.95,POSITIVE
Rahul Roushan,rahulroushan,"By-polls result today will prove if there's any Modi wave, whether demonetization was successful, whether Yogi Adityanath was right choice.",0.52,0.74,POSITIVE
Dhruv Bhimrajka,dhruvbhim,"RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-â€_",0.7,0.6,POSITIVE
Amitabha Bandyopadhy,abandopa,"@IncRahamathulla @ShashiTharoor @Inshal07 Gain from demonetization 5400 crore, facial expression of @arunjaitley prâ€_ https://t.co/WPETfEAshA",0,0,NEGATIVE
Smaulgld,Smaulgld,Indian #Silver Imports Fail To Improve Post Demonetization https://t.co/ZlWSy8faXg #podcasts,-0.5,0.3,NEGATIVE
DNA,dna,#Demonetization lingers as #IIP contracts in February https://t.co/3GQD8JKlJ6,0,0,NEGATIVE
Deep Ghosh,DeepG_WCIS,"#DEMONETIZATION EFFECT ON #REALESTEDhttps://t.co/FU4g5RNwAm https://t.co/J0QDgAABMU",0,0,NEGATIVE
GreyLocke/Mark,txfellowship,InRangeTV - YouTube demonetization &amp; Patreon - VLOG - Update 1 https://t.co/Cew2obBhX2,0,0,NEGATIVE
Tilak Chouhan,Tolerant_Tilak,"RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-â€_",0.7,0.6,POSITIVE
Indistart,indistart,HOW DEMONETIZATION IS A BONANZA FOR INDIAN STARTUP ECOSYSTEM https://t.co/mYQaY75Uwe #StartUp,0,0,NEGATIVE
Meena Singh,meena7099,"RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-â€_",0.7,0.6,POSITIVE
ASHISH SINGH,AshishSinghAME,"RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-â€_",0.7,0.6,POSITIVE
National Clown,JTIn71,RT @dewindia11: @VPra52 @RaajnathSing @hsr315 @UJ1701 @AAPlogical @JTIn71 @Arv_Ga @Amit_Talwar2 @goeloverseas @rks17353 @1975Raman @khanfahâ€_,0,0,NEGATIVE
Sheenu Gupta,SheenuDr,@puram_politics @sanjayuvacha Rahul Gandhi infact even predicted &amp; cautioned against policy fiasco like demonetizatâ€_ https://t.co/jPVXmgolyl,0,0,NEGATIVE
Navkender Singh,navkendar_IDC,RT @analyseasia: Hear @navkendar_IDC describe the rationale why the #India government has decided to proceed with #demonetization https://tâ€_,0,0,NEGATIVE
Vinay Prasad,VPra52,RT @dewindia11: @VPra52 @RaajnathSing @hsr315 @UJ1701 @AAPlogical @JTIn71 @Arv_Ga @Amit_Talwar2 @goeloverseas @rks17353 @1975Raman @khanfahâ€_,0,0,NEGATIVE
Analyse Asia,analyseasia,Hear @navkendar_IDC describe the rationale why the #India government has decided to proceed with #demonetization https://t.co/nk92SWh6Ao,0,0,NEGATIVE
Kaushik Saha,goggabachchan,"World Bank CEO â€œPM Modiâ€™s demonetization to stamp out corruption will have positive impact on Indiaâ€™s economy,â€ù https://t.co/mYKxukuR8j",0.23,0.55,POSITIVE
U.S. Law Shield,USLawShield,"Gun channels report YouTube has reduced their ability to run ads. Your USLS channel should be safe, but still...  https://t.co/X0m8m3MnuL",0.5,0.5,POSITIVE
Sarvesh Samant,Sarvesh251,@ArvindKejriwal The top 4 teams in the current IPL are from those places that have non-NDA gvrnmts.This is a verdicâ€_ https://t.co/crQpxaEAjV,0.25,0.45,POSITIVE
Tarif,TarifAmeen,"RT @utimutualfund: R. Raja, Head of Products, UTI MF talks about the market post demonetization. Read the excerpts from the Q&amp;A session httâ€_",0,0,NEGATIVE
à_‰à_®à¥‡à_¶ à_¶à__à_‚à__à_¿ à__à_Ÿà¥çà_Ÿ _Ÿ‡®_Ÿ‡_,UJ1701,RT @dewindia11: @VPra52 @RaajnathSing @hsr315 @UJ1701 @AAPlogical @JTIn71 @Arv_Ga @Amit_Talwar2 @goeloverseas @rks17353 @1975Raman @khanfahâ€_,0,0,NEGATIVE
à_ªà__à¥çà_°à_•à__à_° _ŸçŒ_ŸçŒEVM à_§à¥‹à_–à__,RaajnathSing,RT @dewindia11: @VPra52 @RaajnathSing @hsr315 @UJ1701 @AAPlogical @JTIn71 @Arv_Ga @Amit_Talwar2 @goeloverseas @rks17353 @1975Raman @khanfahâ€_,0,0,NEGATIVE
Pankaj mehrotra,Pankaj17299614,demonetization had adversely affected rural economy. Healthcare expenditure degrown in rural markets cum Dec https://t.co/MhlF5pisWu,0,0,NEGATIVE
K K Raman,ramankk92,"RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-â€_",0.7,0.6,POSITIVE
_Ÿ‡®_Ÿ‡_A.R.D. Mehra,ARDMEHRA1966,"RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-â€_",0.7,0.6,POSITIVE
The Armenian Dad,TheArmenianDad,"RT @GoldTrendsNet: The Fed can do what it wants when it wantsduring WWII Hawaiian banknotes were printedif Japan invaded a demonetizationâ€_",0.2,0.1,POSITIVE
Mitesh  Amin,mituamin,The latest The Demonetization Daily! https://t.co/grYM1MCBFw Thanks to @jorvieri @michaelsbrooks @Cerebrawl80 #india #aliens,0.23,0.37,POSITIVE
KAISHA,ladyluck_16,"@MotilalOswalLtd Need to b futuristic in this time of demonetization &amp; crisis,so will use my bonus money to investâ€_ https://t.co/9P8XYbjUhL",0,0,NEGATIVE
Pulkit Agarwal,pulkit_agarwal,"RT @JustinSandefur: Can cash -- or the end of cash -- end poverty in India?https://t.co/LffZzfOKf8Feat. @arvindsubraman and @MartinRavallâ€_",0,0,NEGATIVE
SWADESH-STARTRACK in,SWADESHRMOHANTY,"@timesofindia Let's prez show them mirror of crocodile tears by all these stooges on DeMonetization! Indians now: ""â€_ https://t.co/FybLxMaHd2",0,0,NEGATIVE
atul,AtulMohan2,"RT @attomeybharti: Headline blames demonetization, report says lack of supply due to staff shortage and year-end closing. _Ÿ_·_Ÿè»â€çâ™‚ï¸è https://t.câ€_",-0.13,0.38,NEGATIVE
kalpana Sutradhar,yalbon781,THEFIRSTTRILLIONAIRE The Demonetization Effect on India https://t.co/25LLIbmMuk via #sapnajha https://t.co/PHBnxnJXiQ,0,0,NEGATIVE
Etching-It,etching_it,RT @bitcoinagile: Demonetization Is Catalyzing Digital Payments Growth in India #fintech #payments #mobile https://t.co/MoL0oCLwb2 https://â€_,0,0,NEGATIVE
Evelyn Castro,ecastro977,https://t.co/jAHMTL7yQl Communications Decency Act under the 1st Amend. â€œSection 230 gives immunity from lawsuits 2 Facebook-Twitter-YouTube,0,0,NEGATIVE
GK News Mission,gknmission,The Demonetization Effect on India https://t.co/vBS7X6eUQf #fashion,0,0,NEGATIVE
Sunilkumar Ratnakar,SunilkumarRatn6,@rahulkanwal I hope it is not like the Demonetization deaths reported by the media without Doctors certificate or tâ€_ https://t.co/wov5TIDVpg,0,0,NEGATIVE
Tom,tomvadakkanAICC,"RT @geetv79: How Demonetization Helped Govt Formationâù“The Loot Helped in MLA Shopping, Subverting Mandates @KilaFateh @rkhuria @gops333â€_",0,0,NEGATIVE
Marc R GagnÃ© MAPP _ŸŒê,OttLegalRebels,RT @bijonmehta: Demonetization Is Catalyzing Digital Payments Growth in India https://t.co/QNQA1pXE2B #fintech #payments #mobile #digital #â€_,0,0,NEGATIVE
Marc R GagnÃ© MAPP _ŸŒê,OttLegalRebels,RT @bitcoinagile: Demonetization Is Catalyzing Digital Payments Growth in India #fintech #payments #mobile https://t.co/MoL0oCLwb2 https://â€_,0,0,NEGATIVE
Texas Law Shield,TexasLawShield,"Gun channels report YouTube has reduced their ability to run ads. Your TXLS channel should be safe, but still... https://t.co/qbtbTYbHGY",0.5,0.5,POSITIVE
Tech Now or Never,TechNowOrNever,RT @bijonmehta: Demonetization Is Catalyzing Digital Payments Growth in India https://t.co/QNQA1pXE2B #fintech #payments #mobile #digital #â€_,0,0,NEGATIVE
Tech Now or Never,TechNowOrNever,RT @bitcoinagile: Demonetization Is Catalyzing Digital Payments Growth in India #fintech #payments #mobile https://t.co/MoL0oCLwb2 https://â€_,0,0,NEGATIVE
BitcoinAgile,bitcoinagile,Demonetization Is Catalyzing Digital Payments Growth in India #fintech #payments #mobile https://t.co/MoL0oCLwb2 https://t.co/9VG9jyhSxU,0,0,NEGATIVE
Bijon Mehta,bijonmehta,Demonetization Is Catalyzing Digital Payments Growth in India https://t.co/QNQA1pXE2B #fintech #payments #mobile #digital #india,0,0,NEGATIVE
Troy Grimes,_TROYGRIMES,So youtube decided to say Not eligible for demonetization to all of my videos Didn't make money off my videos but iâ€_ https://t.co/eNeYVEgRtm,0,0,NEGATIVE
Vallabha,vhampiholi21,"RT @attomeybharti: Headline blames demonetization, report says lack of supply due to staff shortage and year-end closing. _Ÿ_·_Ÿè»â€çâ™‚ï¸è https://t.câ€_",-0.13,0.38,NEGATIVE
DR. àª—à«‹àªªàª_àª_ àª•à«ƒàª·à«çàª£#HDL,VgDaula,"RT @PiyushGoyalOffc: We believe good economics makes good politics.It's reflected in all our actions, from demonetization to transparent e-â€_",0.7,0.6,POSITIVE
Cynthric,Cynthric_Gaming,@monojoee @jimmy_dore It's still on for anyone that isn't smart enough to make titles/tags that get around youtube'â€_ https://t.co/uFcXEZTCEb,0.11,0.57,POSITIVE
iustum,UndrcovrC,@Nutnfancy will you address what's going on w/ the demonetization of youtube videos? I know it affects you and many channels. Long live TNP,0.2,0.47,POSITIVE
Trader Joe,TraderJoeBlow,"@d_seaman They are funneling ad revenue back to MSM corporations, it seems fairly obvious, demonetization of smallâ€_ https://t.co/lVMdJXphLl",0,0.25,NEGATIVE
Goa,EverythingGoa,Ban on govt recruitment will be lifted: Parrikar: A fortnight after the demonetization announcement made inâ€_ https://t.co/8b1jqU6tkS,0,0,NEGATIVE
Garry,Garrychakde,RT @ms_rana: As per sanghis demonetization was a grand success. So can't be responsible. Must be Modi's pathetic governance then! https://tâ€_,0,0.64,NEGATIVE
DiamondtileX2 _Ÿç¿,Diamondtile2,RT @getongab: The Demonetization of YouTube is Fast Underway; Dissidents Will Be Silenced | Zero Hedge https://t.co/46R1O1q0CM,0.2,0.6,POSITIVE
nfcbanking,nfcbanking,Demonetization Is Catalyzing Digital Payments Growth in India https://t.co/T6XjjAHJNe,0,0,NEGATIVE
Pupulationblast,pupulationblast,Demonetization Is Catalyzing Digital Payments Growth in India https://t.co/wVBWZsHJnu #PopulationControl,0,0,NEGATIVE
àª†àªª àª¨à«‹ àª®àª_à«€àª¨ /AKM,muntaziraapka,RT @ms_rana: As per sanghis demonetization was a grand success. So can't be responsible. Must be Modi's pathetic governance then! https://tâ€_,0,0.64,NEGATIVE
à_—à¥Åà_°à¥Å à_¬à_¨à__à_°à_¸à¥€,guru9899,RT @ms_rana: As per sanghis demonetization was a grand success. So can't be responsible. Must be Modi's pathetic governance then! https://tâ€_,0,0.64,NEGATIVE
Cardless,cardlessnews,"Google News - Mobile Payments: ""Demonetization Is Catalyzing Digital Payments Growth in India"" https://t.co/K6Cd4ORUJD",0,0,NEGATIVE
Brandon Voisine,king_coconuts,I liked a @YouTube video https://t.co/J6v2i1J526 YouTube demonetization &amp; Patreon VLOG Update 1,0.6,0.8,POSITIVE
